Record #,Field Office ,Allegation ,Date Case Opened,Year,Final Disposition
2858,LAX ,Absent Without Leave ,10/24/2007,2007,Letter of Reprimand
2859,CIN ,Misuse of Government Travel Card ,10/26/2007,2007,Letter of Reprimand
2860,WFO ,Failure to Honor Just Debts ,10/26/2007,2007,No Further Action
2861,DAL ,Misuse of Government Travel Card ,10/29/2007,2007,Letter of Counsel
2862,WFO ,Misuse of Government Travel Card ,10/29/2007,2007,Letter of Counsel
2863,WFO ,Missed Mission ,10/30/2007,2007,Letter of Counsel
2864,MSP ,Missed Mission ,10/30/2007,2007,Letter of Counsel
2865,MSP ,Missed Mission ,10/30/2007,2007,Letter of Counsel
2866,HOU ,Loss of Equipment ,10/30/2007,2007,No Further Action
2867,ATL ,Missed Mission ,10/30/2007,2007,Letter of Counsel
2868,PIT ,Sick Leave Violation ,10/30/2007,2007,Removal
2869,MIA ,Loss of Equipment ,10/31/2007,2007,Letter of Reprimand
2871,NYC ,Making Misstatements/False ,11/2/2007,2007,Letter of Reprimand
2872,MIA ,Loss of Equipment ,11/2/2007,2007,Letter of Counsel
2873,WFO ,Missed Mission ,11/5/2007,2007,Letter of Counsel
2874,ATL ,Loss of Equipment ,11/5/2007,2007,Verbal Counsel
2875,ATL ,Missed Mission ,11/5/2007,2007,Suspension - 1 Day
2876,DEN ,Loss of Equipment ,11/6/2007,2007,Suspension - 2 Day
2877,HOU ,Failure to Follow Procedure ,11/7/2007,2007,letter of Counsel
2878,CHI ,Loss of Equipment ,11/7/2007,2007,Letter of Counsel
2879,CIN ,Loss of Equipment ,11/7/2007,2007,Letter of Counsel
2880,ATL ,Drug Policy Violation ,11/7/2007,2007,No Further Action
2881,LAX ,Missed Mission ,11/8/2007,2007,Letter of Counsel
2882,PHL ,Miscellaneous ,11/8/2007,2007,No Further Action
2883,LAX ,Missed Mission ,11/9/2007,2007,Letter of Counsel
2884,WFO ,Loss of Equipment ,11/9/2007,2007,Letter of Counsel
2885,LAX ,Failure to Follow Procedure ,11/9/2007,2007,Letter of Counsel
2886,LAX ,Loss of Equipment ,11/9/2007,2007,Letter of Counsel
2887,LAS ,Loss of Equipment ,11/9/2007,2007,Suspension - 2 Day
2888,LAX ,Missed Mission ,11/9/2007,2007,Letter of Counsel
2889,SEA ,Abuse of Position/Authority ,11/13/2007,2007,Letter of Counsel
2890,PHL ,Loss of Equipment ,11/13/2007,2007,Letter of Counsel
2891,HOU ,Misuse of Government Travel Card ,11/13/2007,2007,Suspension - 1 Day
2892,HOU ,Misuse of Government Property ,11/13/2007,2007,Letter of Counsel
2893,HOU ,Misuse of Government Property ,11/13/2007,2007,Letter of Counsel
2894,CIN ,Falsification of Records ,11/13/2007,2007,Retirement
2895,DAL ,Loss of Equipment ,11/14/2007,2007,Letter of Counsel
2896,HOU ,Missed Mission ,11/14/2007,2007,Letter of Counsel
2897,HOU ,Missed Mission ,11/14/2007,2007,Letter of Counsel
2898,CIN ,Hotel Compliance ,11/14/2007,2007,Letter of Counsel
2899,ATL ,Missed Mission ,11/14/2007,2007,Letter of Counsel
2900,NYC ,Loss of Equipment ,11/14/2007,2007,Letter of Reprimand
2901,DAL ,Hotel Compliance ,11/14/2007,2007,Suspension - 14 Day
2902,NWK ,Loss of Equipment ,11/14/2007,2007,Letter of Counsel
2903,PHL ,Loss of Equipment ,11/15/2007,2007,Verbal Counsel
2904,CHI ,Loss of Equipment ,11/15/2007,2007,Letter of Reprimand
2905,ATL ,Unprofessional Conduct ,11/19/2007,2007,Letter of Counsel
2906,CHI ,Missed Mission ,11/20/2007,2007,Suspension - 1 Day
2907,CHI ,Missed Mission ,11/20/2007,2007,Letter of Counsel
2908,DEN ,Failure to Honor Just Debts ,11/20/2007,2007,Suspension - 1 Day
2909,NYC ,Failure to Honor Just Debts ,11/20/2007,2007,Letter of Reprimand
2910,MIA ,Hostile Work Environment ,11/21/2007,2007,No Further Action
2911,NYC ,Criminal Conduct ,11/21/2007,2007,Letter of Reprimand
2912,CLT ,Loss of Equipment ,1/27/2007,2007,Letter of Reprimand
2913,HOU ,Missed Mission ,11/19/2007,2007,Suspension - 1 Day
2914,HOU ,Absent Without Leave ,11/27/2007,2007,Letter of Counsel
2915,NYC ,Missed Mission ,11/28/2007,2007,Letter of Reprimand
2916,NYC ,Missed Mission ,11/28/2007,2007,Suspension - 3 Day
2917,NYC ,Missed Mission ,11/28/2007,2007,Suspension - 1 Day
2918,PHL ,Loss of Equipment ,11/27/2007,2007,Letter of Reprimand
2919,NYC ,Missed Mission ,11/28/2007,2007,Letter of Reprimand
2920,MIA ,Loss of Equipment ,11/28/2007,2007,Letter of Counsel
2921,WFO ,Missed Mission ,11/28/2007,2007,Removal
2922,NYC ,Loss of Equipment ,12/3/2007,2007,Suspension - 3 Day
2923,HQ ,Failure to Honor Just Debts ,12/3/2007,2007,Letter of Reprimand
2924,WFO ,Failure to Honor Just Debts ,12/3/2007,2007,Removal
2925,CIN ,Absent Without Leave ,12/4/2007,2007,Suspension - 1 Day
2926,WFO ,Failure to Honor Just Debts ,12/3/2007,2007,Suspension - 2 Day
2927,WFO ,Missed Mission ,12/4/2007,2007,Verbal Counsel
2928,WFO ,Missed Mission ,12/4/2007,2007,Letter of Counsel
2929,WFO ,Criminal Arrest ,12/4/2007,2007,Resignation
2930,HOU ,Failure to Honor Just Debts ,12/4/2007,2007,Letter of Reprimand
2931,HOU ,Failure to Honor Just Debts ,12/4/2007,2007,Letter of Reprimand
2932,LAX ,Failure to Follow Procedure ,12/5/2007,2007,Letter of Counsel
2933,LAX ,Missed Mission ,12/5/2007,2007,Letter of Counsel
2934,LAX ,Absent Without Leave ,11/27/2007,2007,Resignation
2935,NYC ,Loss of Equipment ,12/7/2007,2007,Suspension - 1 Day
2936,HOU ,Failure to Honor Just Debts ,12/7/2007,2007,Letter of Reprimand
2937,WFO ,Missed Mission ,12/11/2007,2007,Letter of Counsel
2938,LAS ,Criminal Arrest ,12/10/2007,2007,Resignation
2939,CHI ,Criminal Conduct ,12/11/2007,2007,Suspension - 1 Day
2940,ACY ,Failure to Follow Procedure ,12/12/2007,2007,Resignation
2941,CIN ,Hotel Compliance ,12/12/2007,2007,Suspension - 2 Day
2942,ATL ,Missed Mission ,12/13/2007,2007,Letter of Counsel
2943,ATL ,Missed Mission ,12/13/2007,2007,Letter of Counsel
2944,LAX ,Failure to Honor Just Debts ,12/13/2007,2007,Resignation
2945,WFO ,Missed Mission ,12/13/2007,2007,Letter of Counsel
2946,DET ,Missed Mission ,12/13/2007,2007,Letter of Counsel
2949,MIA ,Loss of Equipment ,12/17/2007,2007,Letter of Counsel
2950,PHL ,Missed Mission ,12/17/2007,2007,Letter of Reprimand
2951,SEA,Loss of Equipment ,12/17/2007,2007,Verbal Counsel
2952,CIN ,Failure to Honor Just Debts ,12/19/2007,2007,Letter of Counsel
2953,DEN ,Failure to Honor Just Debts ,12/19/2007,2007,Resignation
2954,DEN ,Missed Mission ,12/19/2007,2007,Resignation
2955,HOU ,Missed Mission ,12/20/2007,2007,Letter of Counsel
2956,HOU ,Missed Mission ,12/20/2007,2007,Letter of Counsel
2957,LAX ,Loss of Equipment ,12/20/2007,2007,Letter of Counsel
2958,BOS ,Unprofessional Conduct ,12/21/2007,2007,No Further Action
2959,WFO ,Absent Without Leave ,12/21/2007,2007,Suspension - 3 Day
2960,NYC ,Unprofessional Conduct ,12/21/2007,2007,Suspension - 3 Day
2961,NYC ,Unprofessional Conduct ,12/21/2007,2007,Suspension - 14 Day
2962,NYC ,Unprofessional Conduct ,12/21/2007,2007,Suspension - 14 Day
2963,NYC ,Unprofessional Conduct ,12/21/2007,2007,Removal
2964,WFO ,Absent Without Leave ,12/21/2007,2007,Letter of Reprimand
2965,ORL ,Loss of Equipment ,12/21/2007,2007,Verbal Counsel
2966,DEN ,Failure to Honor Just Debts ,12/20/2007,2007,No Further Action
2967,NYC ,Unprofessional Conduct ,12/21/2007,2007,No Further Action
2968,WFO ,International Security Screening ,12/21/2007,2007,Suspension - 5 Day
2969,WFO ,Missed Mission ,12/21/2007,2007,Suspension - 1 Day
2970,HOU ,Loss of Equipment ,12/27/2007,2007,Letter of Counsel
2971,CHI ,Loss of Equipment ,12/27/2007,2007,Letter of Counsel
2972,CHI ,Loss of Equipment ,12/27/2007,2007,Letter of Counsel
2973,WFO ,Alcohol Policy Violation ,12/27/2007,2007,Removal
2974,DET ,Unprofessional Conduct ,12/28/2007,2007,Letter of Reprimand
2975,ATL ,Failure to Follow Procedure ,12/28/2007,2007,No Further Action
2976,WFO ,Failure to Honor Just Debts ,12/31/2007,2007,Suspension - 2 Day
2978,CIN ,Failure to Honor Just Debts ,1/2/2008,2008,Letter of Counsel
2979,ORL ,Criminal Arrest ,1/2/2008,2008,Removal
2980,WFO ,International Security Screening ,1/3/2008,2008,Letter of Counsel
2981,HOU ,Missed Mission ,1/3/2008,2008,Letter of Counsel
2982,DET ,Missed Mission ,1/3/2008,2008,Letter of Counsel
2983,WFO ,Unexcused Tardiness ,1/3/2008,2008,No Further Action
2984,WFO ,Loss of Equipment ,1/3/2008,2008,Letter of Counsel
2985,WFO ,Loss of Equipment ,1/3/2008,2008,Letter of Counsel
2986,CIN ,Misuse of Government Travel Card ,1/4/2008,2008,Letter of Reprimand
2987,WFO ,Missed Mission ,1/4/2008,2008,Letter of Counsel
2988,WFO ,Missed Mission ,1/7/2008,2008,Letter of Counsel
2989,DET,Missed Mission ,1/7/2008,2008,Letter of Counsel
2990,DAL,Absent Without Leave ,1/8/2008,2008,Letter of Counsel
2991,NWK ,Criminal Conduct ,1/9/2008,2008,Letter of Counsel
2992,WFO ,Failure to Follow Procedure ,1/9/2008,2008,Letter of Counsel
2993,NWK ,Absent Without Leave ,1/9/2008,2008,Letter of Counsel
2994,DAL,Loss of Equipment ,1/9/2008,2008,Letter of Counsel
2995,MIA ,Unprofessional Conduct ,1/10/2008,2008,Letter of Reprimand
2996,LAX ,Unprofessional Conduct ,1/11/2008,2008,Removal
2997,ORL ,Miscellaneous ,1/14/2008,2008,No Further Action
2998,WFO ,Loss of Equipment ,1/14/2008,2008,Letter of Counsel
2999,DAL ,Criminal Arrest ,1/14/2008,2008,Resignation
3000,DAL ,Hotel Compliance ,1/15/2008,2008,Letter of Reprimand
3001,ACY ,Unprofessional Conduct ,1/15/2008,2008,Verbal Counsel
3003,DAL ,Loss of Equipment ,1/15/2008,2008,Suspension - 14 Day
3004,BOS ,Failure to Honor Just Debts ,1/18/2008,2008,letter of Counsel
3005,CIN,Loss of Equipment ,1/17/2008,2008,Letter of Counsel
3006,NWK ,Loss of Equipment ,1/18/2008,2008,Letter of Counsel
3007,CHI ,Loss of Equipment ,1/18/2008,2008,Letter of Counsel
3008,CLT ,Failure to Honor Just Debts ,1/22/2008,2008,Suspension - 2 Day
3009,HOU ,Failure to Honor Just Debts ,1/23/2008,2008,Suspension - 2 Day
3010,HOU ,Missed Mission ,1/23/2008,2008,Letter of Counsel
3011,MIA ,Making Misstatements/False ,1/24/2008,2008,Removal
3012,WFO ,Absent Without Leave ,1/24/2008,2008,Letter of Reprimand
3013,WFO ,Missed Mission ,1/24/2008,2008,Letter of Counsel
3014,MIA ,Failure to Honor Just Debts ,1/24/2008,2008,Letter of Reprimand
3015,WFO ,Loss of Equipment ,1/24/2008,2008,Letter of Reprimand
3016,WFO ,Failure to Follow Instruction ,1/24/2008,2008,Resignation
3017,DET ,International Security Screening ,1/25/2008,2008,Letter of Counsel
3018,MIA ,Absent Without Leave ,1/24/2008,2008,Demotion
3019,NYC ,Loss of Equipment ,1/28/2008,2008,Letter of Reprimand
3020,NYC ,Loss of Equipment ,1/28/2008,2008,Suspension - 1 Day
3021,NYC ,Loss of Equipment ,1/28/2008,2008,Letter of Reprimand
3022,ORL ,Unprofessional Conduct ,1/28/2008,2008,Letter of Counsel
3023,DAL ,Hotel Compliance ,1/29/2008,2008,Letter of Reprimand
3024,NYC ,Failure to Honor Just Debts ,1/28/2008,2008,Suspension - 1 Day
3025,CHI ,Missed Mission ,1/28/2008,2008,Letter of Counsel
3026,CHI ,Missed Mission ,1/30/2008,2008,No Further Action
3027,CHI ,Missed Mission ,1/30/2008,2008,No Further Action
3028,MSP ,Failure to Follow Procedure ,1/30/2008,2008,Letter of Counsel
3029,CLE ,Alcohol Policy Violation ,1/30/2008,2008,Suspension - 14 Day
3030,WFO ,Loss of Equipment ,1/30/2008,2008,Letter of Reprimand
3031,PIT ,Failure to Honor Just Debts ,1/30/2008,2008,Removal
3032,WFO ,Loss of Equipment ,1/30/2008,2008,Letter of Reprimand
3033,CLE ,Failure to Follow Procedure ,1/30/2008,2008,No Further Action
3034,NWK ,Loss of Equipment ,1/30/2008,2008,Retirement
3035,WFO ,Missed Mission ,1/30/2008,2008,Letter of Counsel
3036,DAL ,Missed Mission ,1/31/2008,2008,Letter of Counsel
3037,WFO ,Absent Without Leave ,1/31/2008,2008,Removal
3038,PHL ,Sick Leave Violation ,1/31/2008,2008,No Further Action
3039,WFO ,Loss of Equipment ,1/31/2008,2008,Letter of Reprimand
3040,CLT ,Missed Mission ,1/31/2008,2008,Letter of Counsel
3041,CLT ,Failure to Honor Just Debts ,1/31/2008,2008,Resignation
3042,NWK ,Criminal Arrest ,1/31/2008,2008,Retirement
3043,NWK ,Failure to Follow Procedure ,1/31/2008,2008,No Further Action
3044,NWK ,Failure to Follow Procedure ,1/31/2008,2008,No Further Action
3045,CLE ,Miscellaneous ,1/31/2008,2008,Suspension - 14 Day
3046,NYC ,Failure to Honor Just Debts ,1/31/2008,2008,Letter of Reprimand
3047,NYC ,Failure to Honor Just Debts ,1/31/2008,2008,Letter of Reprimand
3048,DAL ,Hotel Compliance ,2/4/2008,2008,Suspension - 14 Day
3049,DEN ,Missed Mission ,2/4/2008,2008,Removal
3050,MSP,Miscellaneous ,2/5/2008,2008,Letter of Counsel
3051,HOU ,Missed Mission ,2/5/2008,2008,Letter of Counsel
3052,DEN ,"Fighting, Threatening, or Intimidating ",2/5/2008,2008,Suspension - 1 Day
3053,NWK ,Missed Mission ,2/8/2008,2008,Letter of Reprimand
3054,SEA ,Abuse of Position/Authority ,2/11/2008,2008,Retirement
3055,NYC ,Missed Mission ,2/12/2009,2009,Letter of Reprimand
3055,LAS ,Falsification of Records ,2/11/2008,2008,Resignation
3056,PIT ,Missed Mission ,2/11/2008,2008,Letter of Counsel
3057,HQ ,Loss of Equipment ,2/11/2008,2008,Letter of Counsel
3058,CHI ,Making Misstatements/False ,2/12/2008,2008,Suspension - 60 Day
3059,SEA ,Missed Mission ,2/14/2008,2008,Letter of Counsel
3060,HQ ,Loss of Equipment ,2/14/2008,2008,Verbal Counsel
3061,WFO ,Sick Leave Violation ,2/14/2008,2008,Letter of Counsel
3062,PHL ,Sick Leave Violation ,2/15/2008,2008,Letter of Counsel
3064,MSP ,Alcohol Policy Violation ,2/20/2008,2008,Retirement
3065,ATL ,Loss of Equipment ,2/21/2008,2008,Verbal Counsel
3066,NYC ,Absent Without Leave ,2/21/2008,2008,Letter of Reprimand
3067,NYC ,Absent Without Leave ,2/21/2008,2008,Suspension - 1 Day
3068,NYC ,Absent Without Leave ,2/21/2008,2008,Letter of Reprimand
3069,NYC ,Absent Without Leave ,2/21/2008,2008,Letter of Reprimand
3070,NWK ,SSI/Classified Material Violation ,2/21/2008,2008,Suspension - 7 Day
3071,MIA ,Missed Mission ,2/21/2008,2008,Letter of Reprimand
3072,WFO ,Loss of Equipment ,2/22/2008,2008,Letter of Counsel
3073,PHL ,Unprofessional Conduct ,2/25/2008,2008,Suspension - 2 Day
3074,CIN ,Unprofessional Conduct ,2/26/2008,2008,Suspension - 2 Day
3075,DAL ,Miscellaneous ,2/27/2008,2008,No Further Action
3076,DAL ,Loss of Equipment ,2/28/2008,2008,Suspension - 2 Day
3077,LAS ,Missed Mission ,2/19/2009,2009,Letter of Counsel
3077,CIN ,Falsification of Records ,2/28/2008,2008,Retirement
3078,CLE ,Criminal Arrest ,2/28/2008,2008,Resignation
3079,ORL ,Failure to Follow Instruction ,3/3/2008,2008,No Further Action
3080,WFO ,Missed Mission ,3/3/2008,2008,Suspension - 2 Day
3081,WFO ,Sick Leave Violation ,3/3/2008,2008,Letter of Counsel
3082,HOU ,Missed Mission ,3/3/2008,2008,Letter of Counsel
3083,CHI ,Missed Mission ,3/4/2008,2008,Letter of Counsel
3084,WFO ,Loss of Equipment ,3/5/2008,2008,Letter of Counsel
3085,WFO ,Missed Mission ,3/5/2008,2008,Letter of Counsel
3086,PHl ,Dress Code Violation ,3/3/2008,2008,Letter of Reprimand
3087,WFO ,Unprofessional Conduct ,3/5/2008,2008,Letter of Reprimand
3088,PHL ,Absent Without Leave ,3/6/2008,2008,Letter of Counsel
3089,PHL ,Failure to Honor Just Debts ,3/6/2008,2008,Letter of Counsel
3090,PHL ,Failure to Honor Just Debts ,3/6/2008,2008,Suspension - 2 Day
3091,HOU ,Missed Mission ,3/7/2008,2008,Suspension - 1 Day
3092,ORL ,Sleeping on Duty ,3/10/2008,2008,Suspension - 9 Day
3093,ORL ,Absent Without Leave ,3/10/2008,2008,Suspension - 9 Day
3094,ORl ,Failure to Follow Procedure ,3/10/2008,2008,No Further Action
3095,ATL ,Loss of Equipment ,3/10/2008,2008,Letter of Counsel
3096,DAL ,Loss of Equipment ,3/10/2008,2008,Letter of Counsel
3097,NYC ,Failure to Honor Just Debts ,3/10/2008,2008,Letter of Reprimand
3098,NYC ,Sick Leave Violation ,3/10/2008,2008,Letter of Reprimand
3099,HOU ,Missed Mission ,3/11/2008,2008,Suspension - 1 Day
3100,CHI ,Loss of Equipment ,3/11/2008,2008,Letter of Counsel
3101,CLE ,Loss of Equipment ,3/11/2008,2008,Letter of Counsel
3102,LAX ,Missed Mission ,3/12/2008,2008,Letter of Counsel
3103,LAX ,Missed Mission ,3/12/2008,2008,Suspension - 2 Day
3104,MIA ,Loss of Equipment ,3/13/2008,2008,Letter of Reprimand
3105,HQ ,Loss of Equipment ,3/13/2008,2008,No Further Action
3106,HQ ,Failure to Honor Just Debts ,3/13/2008,2008,Letter of Counsel
3107,WFO ,Missed Mission ,3/13/2008,2008,Letter of Counsel
3108,HQ ,Misuse of Government Vehicle ,3/17/2008,2008,Suspension - 30 Day
3109,MSP ,Loss of Equipment ,3/17/2008,2008,Letter of Counsel
3111,PIT ,Loss of Equipment ,3/17/2008,2008,Letter of Counsel
3112,WFO ,Loss of Equipment ,3/18/2008,2008,Letter of Counsel
3113,WFO ,Failure to Follow Procedure ,3/18/2008,2008,Letter of Counsel
3114,DET ,Missed Mission ,3/19/2008,2008,Letter of Counsel
3115,DET ,Missed Mission ,3/19/2008,2008,Letter of Counsel
3116,SEA ,Unprofessional Conduct ,3/19/2008,2008,Verbal Counsel
3117,ATL ,Failure to Follow Instruction ,3/19/2008,2008,Letter of Counsel
3118,ORL ,Loss of Equipment ,3/19/2008,2008,Letter of Reprimand
3119,HQ ,Discharge of Firearm ,3/20/2008,2008,No Further Action
3120,ATL ,Loss of Equipment ,3/20/2008,2008,Letter of Counsel
3121,HOU ,Loss of Equipment ,3/24/2008,2008,Suspension - 1 Day
3122,HOU ,Missed Mission ,3/25/2008,2008,Letter of Counsel
3123,HOU ,Missed Mission ,3/25/2008,2008,Letter of Counsel
3124,WFO ,Absent Without Leave ,3/25/2008,2008,Suspension - 10 Day
3125,NYC ,Unprofessional Conduct ,3/25/2008,2008,Suspension - 14 Day
3126,NYC ,Unprofessional Conduct ,3/25/2008,2008,Suspension - 14 Day
3127,NYC ,Unprofessional Conduct ,3/25/2008,2008,Removal
3128,NYC ,Unprofessional Conduct ,3/25/2008,2008,Suspension - 14 Day
3129,DAL ,Loss of Equipment ,3/26/2008,2008,Letter of Counsel
3130,DAL ,Hotel Compliance ,3/26/2008,2008,Suspension - 14 Day
3131,CHI ,Absent Without Leave ,3/26/2008,2008,No further action
3132,NYC ,Failure to Follow Procedure ,3/28/2008,2008,Letter of Reprimand
3133,NYC ,Failure to Follow Procedure ,3/28/2008,2008,Letter of Reprimand
3134,DET ,Loss of Equipment ,3/28/2008,2008,Letter of Reprimand
3135,PIT ,Missed Mission ,3/28/2008,2008,Letter of Counsel
3136,MIA ,Missed Mission ,3/31/2008,2008,Resignation
3137,WFO ,Missed Mission ,3/28/2008,2008,Resignation
3138,NWK ,Failure to Honor Just Debts ,3/31/2008,2008,Letter of Reprimand
3139,NWK ,Unprofessional Conduct ,3/31/2008,2008,No Further Action
3140,HOU ,Management Inquiry ,4/1/2008,2008,Removal
3141,NYC ,Unprofessional Conduct ,4/1/2008,2008,Letter of Reprimand
3142,ORL ,Unprofessional Conduct ,4/2/2008,2008,Verbal Counsel
3143,SEA ,Missed Mission ,4/4/2008,2008,Letter of Counsel
3144,NYC ,Missed Mission ,4/4/2008,2008,Letter of Reprimand
3145,NYC ,Missed Mission ,4/4/2008,2008,Letter of Reprimand
3146,ORL ,Failure to Follow Instruction ,4/4/2008,2008,Letter of Reprimand
3147,LAS ,Failure to Follow Procedure ,4/7/2008,2008,Letter of Counsel
3148,NYC ,Unprofessional Conduct ,4/7/2008,2008,Removal
3149,NYC ,Unprofessional Conduct ,4/7/2008,2008,Removal
3150,NYC ,Unprofessional Conduct ,4/7/2008,2008,Suspension - 14 Day
3151,NWK ,Failure to Follow Procedure ,4/10/2008,2008,No Further Action
3152,NYC ,Failure to Follow Procedure ,4/11/2008,2008,Letter of Reprimand
3153,CHI ,Missed Mission ,4/15/2008,2008,No Further Action
3154,HOU ,Loss of Equipment ,4/14/2008,2008,Suspension - 1 Day
3155,PHL ,Failure to Follow Instruction ,4/16/2008,2008,Suspension - 1 Day
3156,CLT ,Unintentional Discharge of Firearm ,4/16/2008,2008,Letter of Reprimand
3157,MIA ,Hotel Compliance ,4/17/2008,2008,Suspension - 1 Day
3158,MIA ,Failure to Follow Procedure ,4/7/2008,2008,Letter of Reprimand
3159,ORL ,Loss of Equipment ,4/21/2008,2008,Suspension - 2 Day
3160,HOU ,Criminal Arrest ,4/17/2008,2008,Suspension - 14 Day
3162,ORL ,Hostile Work Environment ,4/21/2008,2008,No Further Action
3163,PHL ,Missed Mission ,4/28/2008,2008,Letter of Reprimand
3164,CLT ,Unprofessional Conduct ,4/24/2008,2008,No Further Action
3165,WFO ,Missed Mission ,4/25/2008,2008,Verbal Counsel
3166,LAX ,"Fighting, Threatening, or Intimidating ",4/25/2008,2008,No Further Action
3167,LAX ,Loss of Equipment ,4/25/2008,2008,Letter of Counsel
3168,HOU ,Missed Mission ,4/28/2008,2008,Letter of Reprimand
3169,DAL ,Victim Case ,4/28/2008,2008,No Further Action
3170,DAL ,Failure to Follow Procedure ,4/28/2008,2008,Suspension - 1 Day
3171,DAL ,Failure to Follow Procedure ,4/28/2008,2008,Suspension - 2 Day
3172,ORL ,Loss of Equipment ,4/28/2008,2008,No Further Action
3173,CLT ,Loss of Equipment ,4/28/2008,2008,Resignation
3174,LAX ,Unprofessional Conduct ,4/25/2008,2008,Suspension - 1 Day
3175,LAX ,Absent Without Leave ,4/25/2008,2008,Letter of Counsel
3176,LAX ,Absent Without Leave ,4/28/2008,2008,Letter of Reprimand
3177,LAX ,Absent Without Leave ,4/28/2008,2008,Letter of Counsel
3178,DET ,Failure to Follow Procedure ,4/28/2008,2008,Letter of Counsel
3179,DET ,Missed Mission ,4/28/2008,2008,Letter of Reprimand
3180,CLT ,Loss of Equipment ,4/28/2008,2008,No Further Action
3181,HOU ,Miscellaneous ,4/23/2008,2008,No Further Action
